accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
GCA_000422865.1	Oceanospirillum maris	--	Oceanospirillum maris	Oceanospirillum maris	100
GCA_000422885.1	Ottowia thiooxydans	Ottowia oryzae	Ottowia thiooxydans	Ottowia thiooxydans	99.9998
GCA_000422905.1	Paenibacillus alginolyticus	Paenibacillus sp.	Paenibacillus alginolyticus	Paenibacillus alginolyticus	99.9999
GCA_000422925.1	Paludibacterium yongneupense	Chromobacterium sp.	Paludibacterium yongneupense	Paludibacterium yongneupense	99.9974
GCA_000422945.1	Pedobacter oryzae	--	Pedobacter oryzae	Pedobacter oryzae	100
GCA_000422965.1	Pleomorphomonas oryzae	Blastochloris tepida	Pleomorphomonas oryzae	Pleomorphomonas oryzae	100
GCA_000422985.1	Porphyrobacter cryptus	Porphyrobacter sp.	Porphyrobacter cryptus	Porphyrobacter cryptus	99.9997
GCA_000423005.1	Gelidibacter mesophilus	--	Gelidibacter mesophilus	Gelidibacter mesophilus	100
GCA_000423025.1	Gordonia shandongensis	Gordonia phthalatica	Gordonia shandongensis	Gordonia shandongensis	100
GCA_000423045.1	Gramella portivictoriae	Gramella forsetii	Gramella portivictoriae	Gramella portivictoriae	99.9972
GCA_000423065.1	Gramella echinicola	Gramella forsetii	Gramella echinicola	Gramella echinicola	100
GCA_000423085.1	Granulicoccus phenolivorans	Tessaracoccus aquimaris	Granulicoccus phenolivorans	Granulicoccus phenolivorans	99.9997
GCA_000423105.1	Halalkalibacillus halophilus	--	Halalkalibacillus halophilus	Halalkalibacillus halophilus	100
GCA_000423125.1	Haliea salexigens	Nitrosomonas eutropha	Haliea salexigens	Haliea salexigens	100
GCA_000423145.1	Helcococcus sueciensis	--	Helcococcus sueciensis	Helcococcus sueciensis	100
GCA_000423165.1	Idiomarina sediminum	--	Idiomarina sediminum	Idiomarina sediminum	100
GCA_000423185.1	Inquilinus limosus	Stella humosa	Inquilinus limosus	Inquilinus limosus	100
GCA_000423205.1	Jonesia quinghaiensis	Jonesia denitrificans	Jonesia quinghaiensis	Jonesia quinghaiensis	100
GCA_000423225.1	Kaistia adipata	Mesorhizobium sp.	Kaistia adipata	Kaistia adipata	99.9996
GCA_000423245.1	Lactobacillus ceti	--	Lactobacillus ceti	Lactobacillus ceti	100
GCA_000423265.1	Lactobacillus saerimneri	--	Lactobacillus saerimneri	Lactobacillus saerimneri	100
GCA_000423285.1	Laribacter hongkongensis	Laribacter hongkongensis	Laribacter hongkongensis	Laribacter hongkongensis	100
GCA_000423305.1	Legionella moravica	Legionella waltersii	Legionella moravica	Legionella moravica	99.9991
GCA_000423325.1	Lysobacter defluvii	Lysobacter maris	Lysobacter defluvii	Lysobacter defluvii	100
GCA_000423345.1	Marinimicrobium agarilyticum	--	Marinimicrobium agarilyticum	Marinimicrobium agarilyticum	99.9997
GCA_000423365.1	Maritalea myrionectae	Maritalea myrionectae	Maritalea myrionectae	Maritalea myrionectae	100
GCA_000423385.1	Megamonas hypermegale	Megamonas hypermegale	Megamonas hypermegale	Megamonas hypermegale	99.9994
GCA_000423405.1	Mesonia mobilis	--	Mesonia mobilis	Mesonia mobilis	99.995
GCA_000423425.1	Meiothermus rufus	Meiothermus ruber	Meiothermus ruber	Meiothermus rufus	100
GCA_000423445.1	Acidipropionibacterium thoenii	Acidipropionibacterium jensenii	Acidipropionibacterium thoenii	Acidipropionibacterium thoenii	99.6772
GCA_000423465.1	Propionicicella superfundia	Propioniciclava sp.	Propionicicella superfundia	Propionicicella superfundia	100
GCA_000423485.1	Propionimicrobium lymphophilum	Propionimicrobium sp.	Propionimicrobium lymphophilum	Propionimicrobium lymphophilum	100
GCA_000423505.1	Pseudoclavibacter soli	--	Pseudoclavibacter soli	Pseudoclavibacter soli	100
GCA_000423525.1	Proteocatella sphenisci	--	Proteocatella sphenisci	Proteocatella sphenisci	100
GCA_000423545.1	Pseudomonas resinovorans	Pseudomonas sp.	Pseudomonas furukawaii	Pseudomonas resinovorans	99.9996
GCA_000423565.1	Runella zeae	Runella sp.	Runella zeae	Runella zeae	99.998
GCA_000423585.1	Salinimicrobium xinjiangense	--	Salinimicrobium xinjiangense	Salinimicrobium xinjiangense	99.9979
GCA_000423605.1	Saccharospirillum impatiens	--	Saccharospirillum impatiens	Saccharospirillum impatiens	99.9995
GCA_000423625.1	Pseudonocardia asaccharolytica	Pseudonocardia dioxanivorans	Pseudonocardia asaccharolytica	Pseudonocardia asaccharolytica	99.9989
GCA_000423645.1	Sediminimonas qiaohouensis	Roseovarius indicus	Sediminimonas qiaohouensis	Sediminimonas qiaohouensis	99.9985
GCA_000423665.1	Solirubrobacter soli	Conexibacter woesei	Solirubrobacter soli	Solirubrobacter soli	100
GCA_000423685.1	Sporomusa ovata	--	Sporomusa ovata	Sporomusa ovata	100
GCA_000423705.1	Stappia stellulata	Stappia indica	Stappia stellulata	Stappia stellulata	99.9996
GCA_000423725.1	Streptococcus devriesei	Streptococcus ratti	Streptococcus devriesei	Streptococcus devriesei	99.9997
GCA_000423745.1	Streptococcus plurextorum	Streptococcus suis	Streptococcus plurextorum	Streptococcus plurextorum	99.9993
GCA_000423765.1	Streptococcus porci	Streptococcus suis	Streptococcus porci	Streptococcus porci	99.9998
GCA_000423785.1	Tetragenococcus muriaticus	Tetragenococcus osmophilus	Tetragenococcus muriaticus	Tetragenococcus muriaticus	100
GCA_000423805.1	Thalassobaculum salexigens	Rhodospirillum centenum	Thalassobaculum salexigens	Thalassobaculum salexigens	99.9994
GCA_000423825.1	Thermithiobacillus tepidarius	Sulfurivermis fontis	Thermithiobacillus tepidarius	Thermithiobacillus tepidarius	100
GCA_000423845.1	Thermodesulfobacterium hveragerdense	Thermodesulfobacterium commune	Thermodesulfobacterium commune	Thermodesulfobacterium hveragerdense	100
GCA_000423865.1	Thermodesulfovibrio thiophilus	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio thiophilus	Thermodesulfovibrio thiophilus	100
GCA_000423885.1	Thermomonas fusca	Thermomonas sp.	Thermomonas fusca	Thermomonas fusca	99.998
GCA_000423905.1	Thermus antranikianii	Thermus scotoductus	Thermus caldilimi	Thermus antranikianii	99.9981
GCA_000424665.1	Salinimicrobium terrae	--	Salinimicrobium terrae	Salinimicrobium terrae	100
GCA_000424685.1	Methylococcus capsulatus	Methylococcus capsulatus	Methylococcus capsulatus	Methylococcus capsulatus	99.9998
GCA_000424985.1	Arenibacter latericius	--	Arenibacter latericius	Arenibacter latericius	100
GCA_000425005.1	Solobacterium moorei	Streptococcus pseudoporcinus	Solobacterium moorei	Solobacterium moorei	100
GCA_000425025.1	Streptococcus castoreus	Streptococcus dysgalactiae	Streptococcus castoreus	Streptococcus castoreus	100
GCA_000425045.1	Acidaminococcus intestini	Acidaminococcus intestini	Acidaminococcus intestini	Acidaminococcus intestini	99.9995
GCA_000425065.1	Actinomadura rifamycini	Actinomadura sp.	Actinomadura rifamycini	Actinomadura rifamycini	100
GCA_000425085.1	Aerococcus urinaeequi	Aerococcus urinaeequi	Aerococcus urinaeequi	Aerococcus urinaeequi	99.9997
GCA_000425105.1	Agrococcus lahaulensis	Agrococcus sp.	Agrococcus lahaulensis	Agrococcus lahaulensis	100
GCA_000425125.1	Paenibacillus taiwanensis	--	Paenibacillus taiwanensis	Paenibacillus taiwanensis	100
GCA_000425145.1	Pedobacter glucosidilyticus	Pedobacter sp.	Pedobacter glucosidilyticus	Pedobacter glucosidilyticus	99.9988
GCA_000425165.1	Photobacterium halotolerans	Photobacterium gaetbulicola	Photobacterium halotolerans	Photobacterium halotolerans	99.9973
GCA_000425185.1	Pleomorphomonas koreensis	Oligotropha carboxidovorans	Pleomorphomonas koreensis	Pleomorphomonas koreensis	100
GCA_000425205.1	Pontibacillus halophilus	--	Pontibacillus halophilus	Pontibacillus halophilus	100
GCA_000425225.1	Pontibacillus marinus	Pontibacillus sp.	Pontibacillus marinus	Pontibacillus marinus	100
GCA_000425245.1	Desulfovibrio hydrothermalis	Desulfovibrio salexigens	Desulfovibrio hydrothermalis	Desulfovibrio hydrothermalis	100
GCA_000425265.1	Desulfovibrio zosterae	Desulfovibrio salexigens	Desulfovibrio zosterae	Desulfovibrio zosterae	100
GCA_000425285.1	Acidipropionibacterium jensenii	Acidipropionibacterium jensenii	Acidipropionibacterium jensenii	Acidipropionibacterium jensenii	100
GCA_000425305.1	Psychroserpens burtonensis	Lacinutrix sp.	Psychroserpens burtonensis	Psychroserpens burtonensis	99.9994
GCA_000425325.1	Rathayibacter toxicus	Rathayibacter toxicus	Rathayibacter toxicus	Rathayibacter toxicus	99.9973
GCA_000425345.1	Rheinheimera baltica	Rheinheimera sp.	Rheinheimera baltica	Rheinheimera baltica	99.9986
GCA_000425365.1	Rubritepida flocculans	Roseomonas mucosa	Rubritepida flocculans	Rubritepida flocculans	100
GCA_000425385.1	Pseudoduganella violaceinigra	Massilia sp.	Pseudoduganella violaceinigra	Pseudoduganella violaceinigra	99.999
GCA_000425405.1	Ferrimonas kyonanensis	Ferrimonas balearica	Ferrimonas kyonanensis	Ferrimonas kyonanensis	99.9978
GCA_000425425.1	Flavobacterium daejeonense	Flavobacterium commune	Flavobacterium daejeonense	Flavobacterium daejeonense	100
GCA_000425445.1	Flavobacterium denitrificans	Flavobacterium nitrogenifigens	Flavobacterium denitrificans	Flavobacterium denitrificans	100
GCA_000425465.1	Flavobacterium filum	--	Flavobacterium filum	Flavobacterium filum	100
GCA_000425485.1	Flavobacterium tegetincola	Flavobacterium faecale	Flavobacterium tegetincola	Flavobacterium tegetincola	99.9994
GCA_000425505.1	Flavobacterium frigidarium	Flavobacterium faecale	Flavobacterium frigidarium	Flavobacterium frigidarium	99.9998
GCA_000425525.1	Ruminococcus gauvreauii	--	Ruminococcus gauvreauii	Ruminococcus gauvreauii	100
GCA_000425545.1	Sporosarcina ureae	Sporosarcina ureae	Sporosarcina ureae	Sporosarcina ureae	100
GCA_000425565.1	Tepidiphilus margaritifer	--	Tepidiphilus margaritifer	Tepidiphilus margaritifer	99.9996
GCA_000425585.1	Terrimonas ferruginea	--	Terrimonas ferruginea	Terrimonas ferruginea	100
GCA_000425625.1	Pseudomonas azotifigens	Pseudomonas stutzeri	Pseudomonas azotifigens	Pseudomonas azotifigens	99.9997
GCA_000425645.1	Gaetbulibacter saemankumensis	Siansivirga zeaxanthinifaciens	Gaetbulibacter saemankumensis	Gaetbulibacter saemankumensis	100
GCA_000425665.1	Gemella cuniculi	Gemella morbillorum	Gemella cuniculi	Gemella cuniculi	99.9987
GCA_000425685.1	Gulosibacter molinativorax	--	Gulosibacter molinativorax	Gulosibacter molinativorax	100
GCA_000425705.1	Halobacillus kuroshimensis	Bacillus sp.	Halobacillus kuroshimensis	Halobacillus kuroshimensis	100
GCA_000425725.1	Halomonas halocynthiae	Halomonas alkaliphila	Halomonas halocynthiae	Halomonas halocynthiae	100
GCA_000425745.1	Pseudomonas cremoricolorata	Pseudomonas cremoricolorata	Pseudomonas cremoricolorata	Pseudomonas cremoricolorata	100
GCA_000425765.1	Pseudomonas parafulva	Pseudomonas sp.	Pseudomonas parafulva	Pseudomonas parafulva	99.9986
GCA_000425785.1	Pseudomonas taiwanensis	Pseudomonas sp.	Pseudomonas taiwanensis	Pseudomonas taiwanensis	100
GCA_000425805.1	Pseudomonas vranovensis	Pseudomonas alkylphenolica	Pseudomonas vranovensis	Pseudomonas vranovensis	100
GCA_000425825.1	Jeotgalicoccus marinus	--	Jeotgalicoccus marinus	Jeotgalicoccus marinus	100
GCA_000425845.1	Jeotgalicoccus psychrophilus	--	Jeotgalicoccus psychrophilus	Jeotgalicoccus psychrophilus	100
GCA_000425865.1	Lacticigenium naphtae	--	Lacticigenium naphtae	Lacticigenium naphtae	100
GCA_000425885.1	Lactobacillus harbinensis	Lactobacillus harbinensis	Lactobacillus harbinensis	Lactobacillus harbinensis	100
GCA_000425905.1	Lactobacillus psittaci	Lactobacillus jensenii	Lactobacillus psittaci	Lactobacillus psittaci	99.9988
GCA_000426305.1	Anaerovorax odorimutans	--	Anaerovorax odorimutans	Anaerovorax odorimutans	99.9997
GCA_000426365.1	Arenimonas composti	Lysobacter enzymogenes	Arenimonas composti	Arenimonas composti	100
GCA_000426385.1	Arsenicicoccus bolidensis	Arsenicicoccus sp.	Arsenicicoccus bolidensis	Arsenicicoccus bolidensis	100
GCA_000426405.1	Bifidobacterium subtile	Bifidobacterium scardovii	Bifidobacterium subtile	Bifidobacterium subtile	100
GCA_000426425.1	Bifidobacterium thermacidophilum	Bifidobacterium thermophilum	Bifidobacterium thermacidophilum	Bifidobacterium thermacidophilum	100
GCA_000426445.1	Brevibacterium album	Brevibacterium sp.	Brevibacterium album	Brevibacterium album	99.9987
GCA_000426465.1	Chryseobacterium caeni	Chryseobacterium gleum	Chryseobacterium caeni	Chryseobacterium caeni	99.9994
GCA_000426485.1	Dysgonomonas capnocytophagoides	--	Dysgonomonas capnocytophagoides	Dysgonomonas capnocytophagoides	99.9986
GCA_000426505.1	Nisaea denitrificans	--	Nisaea denitrificans	Nisaea denitrificans	100
GCA_000426525.1	Nocardioides alkalitolerans	Nocardioides sp.	Nocardioides alkalitolerans	Nocardioides alkalitolerans	100
GCA_000426545.1	Paenibacillus panacisoli	--	Paenibacillus panacisoli	Paenibacillus panacisoli	99.9998
GCA_000426565.1	Prevotella albensis	--	Prevotella albensis	Prevotella albensis	99.9996
GCA_000426585.1	Prevotella baroniae	Prevotella enoeca	Prevotella baroniae	Prevotella baroniae	100
GCA_000426605.1	Propionibacterium acidifaciens	Propionibacterium acidifaciens	Propionibacterium acidifaciens	Propionibacterium acidifaciens	100
GCA_000426625.1	Psychrilyobacter atlanticus	--	Psychrilyobacter atlanticus	Psychrilyobacter atlanticus	99.9998
GCA_000426645.1	Nakamurella lactea	Nakamurella multipartita	Nakamurella lactea	Nakamurella lactea	99.9997
GCA_000426665.1	Selenomonas artemidis	Selenomonas sp.	Selenomonas artemidis	Selenomonas artemidis	100
GCA_000426685.1	Solimonas flava	Solimonas sp.	Solimonas flava	Solimonas flava	99.9998
GCA_000426705.1	Spirochaeta cellobiosiphila	--	Spirochaeta cellobiosiphila	Spirochaeta cellobiosiphila	100
GCA_000426725.1	Sporocytophaga myxococcoides	--	Sporocytophaga myxococcoides	Sporocytophaga myxococcoides	99.9999
GCA_000426745.1	Veillonella montpellierensis	--	Veillonella montpellierensis	Veillonella montpellierensis	100
GCA_000426765.1	Vibrio litoralis	Vibrio rumoiensis	Vibrio litoralis	Vibrio litoralis	100
GCA_000426825.1	Thermonema rossianum	--	Thermonema rossianum	Thermonema rossianum	99.9998
GCA_000426885.1	Moraxella caprae	Moraxella bovis	Moraxella caprae	Moraxella caprae	99.9982
GCA_000427365.1	Rikenella microfusus	Barnesiella viscericola	Rikenella microfusus	Rikenella microfusus	100
GCA_000427405.1	Flectobacillus major	--	Flectobacillus major	Flectobacillus major	100
GCA_000427425.1	Caldanaerobius polysaccharolyticus	--	Caldanaerobius polysaccharolyticus	Caldanaerobius polysaccharolyticus	100
GCA_000427665.1	Geminicoccus roseus	Azospirillum sp.	Geminicoccus roseus	Geminicoccus roseus	100
GCA_000427785.1	Massilia alkalitolerans	Massilia oculi	Massilia alkalitolerans	Massilia alkalitolerans	100
GCA_000427805.1	Budvicia aquatica	Pragia sp.	Budvicia aquatica	Budvicia aquatica	99.9989
GCA_000427825.1	Thermocrispum municipale	Amycolatopsis albispora	Thermocrispum municipale	Thermocrispum municipale	100
GCA_000427845.1	Acidipropionibacterium acidipropionici	Acidipropionibacterium acidipropionici	Acidipropionibacterium acidipropionici	Acidipropionibacterium acidipropionici	99.9949
GCA_000427865.1	Corynebacterium sputi	Corynebacterium xerosis	Corynebacterium sputi	Corynebacterium sputi	100
GCA_000427885.1	Glycomyces tenuis	Stackebrandtia nassauensis	Glycomyces tenuis	Glycomyces tenuis	100
GCA_000427905.1	Thermocrispum agreste	Amycolatopsis albispora	Thermocrispum agreste	Thermocrispum agreste	100
GCA_000427965.1	Olivibacter sitiensis	--	Olivibacter sitiensis	Olivibacter sitiensis	99.9999
GCA_000428045.1	Sedimenticola selenatireducens	Sedimenticola thiotaurini	Sedimenticola selenatireducens	Sedimenticola selenatireducens	100
GCA_000428065.1	Shimazuella kribbensis	--	Shimazuella kribbensis	Shimazuella kribbensis	99.9991
GCA_000428085.1	Oenococcus kitaharae	Oenococcus oeni	Oenococcus kitaharae	Oenococcus kitaharae	99.9984
GCA_000428105.1	Bacteroides pyogenes	Bacteroides caecimuris	Bacteroides pyogenes	Bacteroides pyogenes	99.9997
GCA_000428125.1	Bacteroides graminisolvens	--	Bacteroides graminisolvens	Bacteroides graminisolvens	99.9982
GCA_000428145.1	Chitinilyticum litopenaei	Chitinolyticbacter meiyuanensis	Chitinilyticum litopenaei	Chitinilyticum litopenaei	99.9996
GCA_000428465.1	Chitinimonas koreensis	Chitinimonas sp.	Chitinimonas koreensis	Chitinimonas koreensis	99.9992
GCA_000428485.1	Chryseobacterium tenax	Chryseobacterium sp.	Chryseobacterium tenax	Chryseobacterium tenax	100
GCA_000428505.1	Halomonas anticariensis	Halomonas socia	Halomonas anticariensis	Halomonas anticariensis	100
GCA_000428525.1	Hellea balneolensis	--	Maricaulis salignorans	Hellea balneolensis	100
GCA_000428565.1	Parabacteroides gordonii	Parabacteroides sp.	Parabacteroides gordonii	Parabacteroides gordonii	100
GCA_000428585.1	Zooshikella ganghwensis	--	Zooshikella ganghwensis	Zooshikella ganghwensis	100
GCA_000428645.1	Mycoplasma gallisepticum	Mycoplasma gallisepticum	Mycoplasma gallisepticum	Mycoplasma gallisepticum	100
GCA_000428665.1	Xylella fastidiosa	Xylella fastidiosa	Xylella fastidiosa	Xylella fastidiosa	99.9961
GCA_000428685.1	Actinomyces slackii	Actinomyces slackii	Actinomyces slackii	Actinomyces slackii	99.9998
GCA_000428705.1	Acholeplasma axanthum	Acholeplasma axanthum	Acholeplasma axanthum	Acholeplasma axanthum	99.9978
GCA_000428725.1	Psychromonas aquimarina	--	Psychromonas aquimarina	Psychromonas aquimarina	100
GCA_000428745.1	Veillonella magna	--	Veillonella magna	Veillonella magna	100
GCA_000428765.1	Brevundimonas aveniformis	Brevundimonas vancanneytii	Brevundimonas aveniformis	Brevundimonas aveniformis	99.9984
GCA_000428785.1	Conchiformibius kuhniae	Neisseria sp.	Conchiformibius kuhniae	Conchiformibius kuhniae	99.9994
GCA_000428805.1	Corynebacterium freiburgense	--	Corynebacterium freiburgense	Corynebacterium freiburgense	100
GCA_000428825.1	Desulfomicrobium escambiense	Desulfomicrobium baculatum	Desulfomicrobium escambiense	Desulfomicrobium escambiense	100
GCA_000428845.1	Dyadobacter alkalitolerans	Dyadobacter fermentans	Dyadobacter alkalitolerans	Dyadobacter alkalitolerans	99.9999
GCA_000428865.1	Eremococcus coleocola	--	Eremococcus coleocola	Eremococcus coleocola	99.9995
GCA_000428885.1	Geothrix fermentans	--	Geothrix fermentans	Geothrix fermentans	100
GCA_000428905.1	Glaciecola pallidula	Glaciecola nitratireducens	Glaciecola pallidula	Glaciecola pallidula	99.9995
GCA_000428925.1	Lactobacillus rossiae	--	Lactobacillus rossiae	Lactobacillus rossiae	100
GCA_000428945.1	Hamadaea tsunoensis	Micromonospora sp.	Hamadaea tsunoensis	Hamadaea tsunoensis	100
GCA_000428965.1	Leptotrichia hofstadii	Leptotrichia hofstadii	Leptotrichia hofstadii	Leptotrichia hofstadii	99.9928
GCA_000428985.1	Marinobacterium litorale	--	Marinobacterium litorale	Marinobacterium litorale	100
GCA_000429005.1	Novosphingobium acidiphilum	Novosphingobium sp.	Novosphingobium acidiphilum	Novosphingobium acidiphilum	100
GCA_000429025.1	Pseudonocardia spinosispora	Pseudonocardia dioxanivorans	Pseudonocardia spinosispora	Pseudonocardia spinosispora	99.9994
GCA_000429045.1	Salinarimonas rosea	Chelatococcus sp.	Salinarimonas rosea	Salinarimonas rosea	100
GCA_000429065.1	Silanimonas lenta	Pseudoxanthomonas suwonensis	Silanimonas lenta	Silanimonas lenta	100
GCA_000429085.1	Streptomyces flavidovirens	Streptomyces lunaelactis	Streptomyces flavidovirens	Streptomyces flavidovirens	100
GCA_000429105.1	Schaalia suimastitidis	--	Schaalia suimastitidis	Schaalia suimastitidis	100
GCA_000429125.1	Aequorivita capsosiphonis	Aequorivita sublithincola	Aequorivita capsosiphonis	Aequorivita capsosiphonis	99.9999
GCA_000429145.1	Aestuariibacter salexigens	--	Aestuariibacter salexigens	Aestuariibacter salexigens	100
GCA_000429165.1	Acetobacter nitrogenifigens	Gluconacetobacter diazotrophicus	Acetobacter nitrogenifigens	Acetobacter nitrogenifigens	100
GCA_000429185.1	Actinoalloteichus cyanogriseus	Actinoalloteichus sp.	Actinoalloteichus cyanogriseus	Actinoalloteichus cyanogriseus	99.9992
GCA_000429205.1	Actinotignum schaalii	Actinotignum schaalii	Actinotignum schaalii	Actinotignum schaalii	99.9996
GCA_000429225.1	Actinomyces dentalis	Actinomyces sp.	Actinomyces viscosus	Actinomyces dentalis	100
GCA_000429245.1	Schaalia georgiae	Schaalia meyeri	Actinomyces hongkongensis	Schaalia georgiae	99.9958
GCA_000429265.1	Actinomyces gerencseriae	Actinomyces sp.	Actinomyces gerencseriae	Actinomyces gerencseriae	100
GCA_000429285.1	Desulfovibrio gigas	--	Desulfovibrio gigas	Desulfovibrio gigas	99.9997
GCA_000429305.1	Desulfovibrio inopinatus	--	Desulfovibrio inopinatus	Desulfovibrio inopinatus	99.9989
GCA_000429325.1	Desulfovibrio putealis	Desulfovibrio magneticus	Desulfovibrio putealis	Desulfovibrio putealis	100
GCA_000429345.1	Desulfovirgula thermocuniculi	--	Desulfovirgula thermocuniculi	Desulfovirgula thermocuniculi	99.999
GCA_000429365.1	Pseudodonghicola xiamenensis	Pelagibaca abyssi	Pseudodonghicola xiamenensis	Pseudodonghicola xiamenensis	100
GCA_000429385.1	Alcaligenes faecalis	Alcaligenes faecalis	Alcaligenes faecalis	Alcaligenes faecalis	100
GCA_000429405.1	Algoriphagus marincola	--	Algoriphagus formosus	Algoriphagus marincola	99.999
GCA_000429425.1	Algoriphagus mannitolivorans	Algoriphagus sanaruensis	Algoriphagus mannitolivorans	Algoriphagus mannitolivorans	100
GCA_000429445.1	Algoriphagus terrigena	--	Algoriphagus terrigena	Algoriphagus terrigena	100
GCA_000429465.1	Algoriphagus vanfongensis	--	--	Algoriphagus vanfongensis	100
GCA_000429485.1	Aliagarivorans marinus	--	Aliagarivorans marinus	Aliagarivorans marinus	100
GCA_000429505.1	Aliagarivorans taiwanensis	--	Aliagarivorans taiwanensis	Aliagarivorans taiwanensis	100
GCA_000429525.1	Alicyclobacillus contaminans	--	Alicyclobacillus contaminans	Alicyclobacillus contaminans	99.9998
GCA_000429545.1	Arenibacter certesii	--	Arenibacter certesii	Arenibacter certesii	99.9997
GCA_000429565.1	Arsenophonus nasoniae	Arsenophonus nasoniae	Arsenophonus nasoniae	Arsenophonus nasoniae	99.9992
GCA_000429585.1	Atopococcus tabaci	--	Atopococcus tabaci	Atopococcus tabaci	100
GCA_000429605.1	Azonexus hydrophilus	Dechloromonas aromatica	Azonexus hydrophilus	Azonexus hydrophilus	100
GCA_000429625.1	Azospirillum halopraeferens	Azospirillum sp.	Azospirillum halopraeferens	Azospirillum halopraeferens	99.999
GCA_000429645.1	Niveispirillum irakense	Niveispirillum cyanobacteriorum	Niveispirillum irakense	Niveispirillum irakense	99.9967
GCA_000429665.1	Azovibrio restrictus	Azospira oryzae	Azovibrio restrictus	Azovibrio restrictus	99.9989
GCA_000429685.1	Bacillus aidingensis	--	Bacillus aidingensis	Bacillus aidingensis	100
GCA_000429705.1	Bacillus aurantiacus	--	Bacillus aurantiacus	Bacillus aurantiacus	100
GCA_000429725.1	Bacillus chagannorensis	--	Bacillus chagannorensis	Bacillus chagannorensis	100
GCA_000429745.1	Bifidobacterium tsurumiense	--	Bifidobacterium tsurumiense	Bifidobacterium tsurumiense	100
GCA_000429765.1	Gemmobacter nectariphilus	Rhodobacter blasticus	Gemmobacter nectariphilus	Gemmobacter nectariphilus	99.9996
GCA_000429785.1	Chitinibacter tainanensis	--	Chitinibacter tainanensis	Chitinibacter tainanensis	100
GCA_000429805.1	Clostridium tyrobutyricum	Clostridium tyrobutyricum	Clostridium tyrobutyricum	Clostridium tyrobutyricum	100
GCA_000429825.1	Cohnella thermotolerans	Paenibacillus sp.	Cohnella thermotolerans	Cohnella thermotolerans	100
GCA_000429845.1	Comamonas composti	Delftia tsuruhatensis	Comamonas composti	Comamonas composti	100
GCA_000429865.1	Cucumibacter marinus	--	Cucumibacter marinus	Cucumibacter marinus	100
GCA_000429885.1	Dermatophilus congolensis	Dermatophilus congolensis	Dermatophilus congolensis	Dermatophilus congolensis	100
GCA_000429905.1	Desulfatibacillum aliphaticivorans	Desulfatibacillum aliphaticivorans	Desulfatibacillum aliphaticivorans	Desulfatibacillum aliphaticivorans	100
GCA_000429925.1	Desulfatirhabdium butyrativorans	--	Desulfatirhabdium butyrativorans	Desulfatirhabdium butyrativorans	99.9987
GCA_000429945.1	Desulfobulbus japonicus	--	Desulfobulbus japonicus	Desulfobulbus japonicus	99.9985
GCA_000429965.1	Desulfobulbus mediterraneus	--	Desulfobulbus mediterraneus	Desulfobulbus mediterraneus	99.998
GCA_000429985.1	Desulfovibrio bastinii	--	Desulfovibrio bastinii	Desulfovibrio bastinii	100
GCA_000430005.1	Desulfovibrio cuneatus	--	Desulfovibrio cuneatus	Desulfovibrio cuneatus	99.998
GCA_000430025.1	Flavobacterium suncheonense	--	Flavobacterium suncheonense	Flavobacterium suncheonense	99.9981
GCA_000430045.1	Meiothermus chliarophilus	Meiothermus silvanus	Meiothermus chliarophilus	Meiothermus chliarophilus	99.9999
GCA_000430505.1	Eisenibacter elegans	--	Eisenibacter elegans	Eisenibacter elegans	99.9985
GCA_000430525.1	Prevotella corporis	Prevotella intermedia	Prevotella corporis	Prevotella corporis	99.9965
GCA_000430545.1	Tenacibaculum ovolyticum	Tenacibaculum dicentrarchi	Tenacibaculum ovolyticum	Tenacibaculum ovolyticum	100
GCA_000430565.1	Prevotella timonensis	Prevotella intermedia	Prevotella timonensis	Prevotella timonensis	100
GCA_000430585.1	Alicyclobacillus herbarius	--	Alicyclobacillus herbarius	Alicyclobacillus herbarius	99.9999
GCA_000430605.1	Anaeroarcus burkinensis	--	Anaeroarcus burkinensis	Anaeroarcus burkinensis	100
GCA_000430625.1	Aneurinibacillus terranovensis	--	Aneurinibacillus terranovensis	Aneurinibacillus terranovensis	99.9985
GCA_000430645.1	Aquimarina latercula	Aquimarina sp.	Aquimarina latercula	Aquimarina latercula	100
GCA_000430665.1	Aquimarina muelleri	Aquimarina sp.	Aquimarina muelleri	Aquimarina muelleri	100
GCA_000430685.1	Tuberibacillus calidus	--	Tuberibacillus calidus	Tuberibacillus calidus	99.9987
GCA_000430705.1	Arthrobacter castelli	Arthrobacter sp.	Arthrobacter castelli	Arthrobacter castelli	99.9999
GCA_000430725.1	Azohydromonas australica	Leptothrix cholodnii	Azohydromonas australica	Azohydromonas australica	99.9959
GCA_000430745.1	Fictibacillus gelatini	--	Fictibacillus gelatini	Fictibacillus gelatini	100
GCA_000430765.1	Bacillus kribbensis	--	Bacillus kribbensis	Bacillus kribbensis	99.9997
GCA_000430785.1	Bacillus panaciterrae	--	Bacillus panaciterrae	Bacillus panaciterrae	99.999
GCA_000430805.1	Chitinilyticum aquatile	Chitinolyticbacter meiyuanensis	Chitinilyticum aquatile	Chitinilyticum aquatile	100
GCA_000430825.1	Chryseobacterium daeguense	Chryseobacterium sp.	Chryseobacterium daeguense	Chryseobacterium daeguense	100
