accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
NCTC13715	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8605
NCTC13717	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.344
NCTC13719	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8407
NCTC13721	Lactobacillus acidophillus	Lactobacillus crispatus	Lactobacillus amylovorus	Lactobacillus crispatus	97.3276
NCTC13724	Cedecea davisae	Cedecea neteri	Cedecea davisae	Cedecea davisae	99.9873
NCTC13727	Klebsiella oxytoca	Klebsiella oxytoca	Klebsiella oxytoca	Klebsiella oxytoca	99.9961
NCTC13740	Streptococcus pyogenes	--	Streptococcus pyogenes	Streptococcus pyogenes	98.8234
NCTC13742	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7826
NCTC13743	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7648
NCTC13744	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8566
NCTC13745	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8066
NCTC13746	Clostridioides difficile	Clostridioides difficile	Clostridioides difficile	Peptoclostridium difficile	99.3382
NCTC13747	Clostridioides difficile	Clostridioides difficile	Clostridioides difficile	Peptoclostridium difficile	99.375
NCTC13748	Clostridioides difficile	Clostridioides difficile	Clostridioides difficile	Peptoclostridium difficile	99.4867
NCTC13749	Clostridioides difficile	Clostridioides difficile	Clostridioides difficile	Peptoclostridium difficile	99.3653
NCTC13758	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9029
NCTC13762	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	99.8919
NCTC13763	Enterococcus faecalis	Enterococcus faecalis	--	Enterococcus faecalis	98.735
NCTC13766	Streptococcus urinalis	Streptococcus urinalis	Streptococcus urinalis	Streptococcus urinalis	99.9962
NCTC13767	Streptococcus gallolyticus	Streptococcus macedonicus	Streptococcus gallolyticus	Streptococcus gallolyticus	96.1716
NCTC13768	Lactobacillus brevis	Lactobacillus brevis	Lactobacillus brevis	Lactobacillus brevis	99.9934
NCTC13771	Streptococcus infantis	Streptococcus sp.	Streptococcus infantis	Streptococcus infantis	99.9744
NCTC13773	Streptococcus gallolyticus	Streptococcus gallolyticus	Streptococcus gallolyticus	Streptococcus gallolyticus	99.9997
NCTC13774	Streptococcus lutetiensis	Streptococcus lutetiensis	Streptococcus lutetiensis	Streptococcus lutetiensis	100
NCTC13775	Klebsiella oxytoca	Klebsiella oxytoca	Klebsiella oxytoca	Klebsiella oxytoca	99.0753
NCTC13779	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	99.5665
NCTC1803	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1982
NCTC1936	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.876
NCTC204	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9852
NCTC2218	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	99.9838
NCTC2366	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9102
NCTC2544_1	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	98.5434
NCTC2599	Bacillus cereus	Bacillus cereus	Bacillus cereus	Bacillus cereus	100
NCTC2665	Micrococcus luteus	Micrococcus luteus	Micrococcus luteus	Micrococcus luteus	100
NCTC2669	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7447
NCTC2705	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.7589
NCTC3165	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	95.9873
NCTC3168	Streptococcus sanguinis	Streptococcus viridans	Streptococcus australis	Streptococcus australis	95.1293
NCTC3279	Klebsiella aerogenes	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9302
NCTC3571	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.36
NCTC3750	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1793
NCTC3761	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0787
NCTC3858	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	100
NCTC4001	Streptococcus pyogenes	Streptococcus pyogenes	--	Streptococcus pyogenes	98.7419
NCTC4133	Staphylococcus epidermidis	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus warneri	99.2983
NCTC4136	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9169
NCTC4137	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0977
NCTC4163	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1211
NCTC4168	Escherichia dispar	--	Escherichia coli	Shigella boydii	97.0463
NCTC4169	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.19
NCTC4174	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.5531
NCTC4199	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.3199
NCTC4450	Escherichia coli	Escherichia coli	Shigella sonnei	Shigella boydii	97.6095
NCTC4656	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	98.759
NCTC4670	Streptococcus dysgalactiae subsp. dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	98.6322
NCTC4671	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	99.2978
NCTC4672	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	98.2136
NCTC4673	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	Streptococcus uberis	99.1883
NCTC4681	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis	99.9899
NCTC4823	Bacillus freudenreichii	Bacillus freudenreichii	Bacillus fordii	Bacillus fortis	80.5295
NCTC503	Clostridium histolyticum	Hathewaya histolytica	Hathewaya histolytica	Hathewaya histolytica	100
NCTC5047	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.8251
NCTC5051	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.4468
NCTC5052	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.5074
NCTC5053	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.4291
NCTC5055	Klebsiella pneumoniae	Citrobacter koseri	Citrobacter koseri	Citrobacter koseri	98.8609
NCTC5056	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.995
NCTC5163	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7045
NCTC5164	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7146
NCTC5370	Streptococcus dysgalactiae subsp. equisimilis	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	98.9923
NCTC5371	Streptococcus dysgalactiae subsp. equisimilis	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	98.9609
NCTC5655	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7051
NCTC5656	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.687
NCTC5657	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7854
NCTC5658	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0617
NCTC5660	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2544
NCTC5661	Staphylococcus aureus	Staphylococcus pseudintermedius	--	Staphylococcus pseudintermedius	99.4093
NCTC5663	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1845
NCTC5664	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1547
NCTC5706	Salmonella enterica subsp. enterica serovar Java	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9694
NCTC5717	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.1538
NCTC5741	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.0061
NCTC5742	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.8648
NCTC5743	Salmonella enterica subsp. enterica serovar Oranienburg	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.435
NCTC5750	Salmonella enterica subsp. enterica serovar Braenderup	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9528
NCTC5793	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6372
NCTC5866	Acinetobacter lwoffii	Acinetobacter lwoffii	Acinetobacter lwoffii	Acinetobacter lwoffii	99.9543
NCTC5934	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.086
NCTC6005	Bacillus megaterium	Bacillus megaterium	Bacillus megaterium	Bacillus aryabhattai	95.4057
NCTC6024	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.3997
NCTC6086	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.671
NCTC6131	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.4454
NCTC6133	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2276
NCTC6134	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0719
NCTC6135	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2194
NCTC6136	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0297
NCTC6137	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7991
NCTC6175	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	98.8201
NCTC6176	Streptococcus equi subsp zooepidemicus	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.5551
NCTC6180	Streptococcus equi subsp. zooepidemicus	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.4142
NCTC6181	Streptococcus equisimilis	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	96.2708
NCTC6267	Citrobacter freundii	Citrobacter braakii	Citrobacter freundii	Citrobacter braakii	96.2534
NCTC6385	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.887
NCTC6482	Salmonella enterica subsp. enterica serovar Madelia	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.3708
NCTC6507	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.8116
NCTC6513	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.462
NCTC6571	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7533
NCTC6759	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6611
NCTC6802	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9236
NCTC6933	Providencia rustigianii	Providencia rustigianii	Providencia rustigianii	Providencia rustigianii	99.2264
NCTC6966	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1542
NCTC7121	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0726
NCTC7136	Streptococcus equisimilis	Streptococcus dysgalactiae	Streptococcus dysgalactiae	Streptococcus dysgalactiae	95.5889
NCTC7151	Staphylococcus aureus	Staphylococcus pseudintermedius	Staphylococcus delphini	Staphylococcus pseudintermedius	99.3512
NCTC7152	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6453
NCTC7291	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus warneri	99.6994
NCTC7292	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.9973
NCTC7304	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.187
NCTC7306	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.2357
NCTC7349	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.2845
NCTC7360	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.5918
NCTC7361	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7188
NCTC7362	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.0175
NCTC7364	Acinetobacter calcoaceticus	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.6602
NCTC7366	Streptococcus salivarius	Streptococcus salivarius	Streptococcus salivarius	Streptococcus salivarius	95.7257
NCTC7414	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2063
NCTC7415	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0274
NCTC7427	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.1778
NCTC7428	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2329
NCTC7445	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7101
NCTC7446	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6997
NCTC7447	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0951
NCTC7466	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	99.9914
NCTC7474	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.6849
NCTC7485	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2941
NCTC7540	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	98.985
NCTC7666	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	98.9316
NCTC7687	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.0045
NCTC7688	Staphylococcus saprophyticus subsp. saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	98.926
NCTC7692	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	98.8798
NCTC7712	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2485
NCTC775	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	100
NCTC7761	Klebsiella edwardsii	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0687
NCTC7791	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1706
NCTC7799	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.8197
NCTC7802	Staphylococcus saprophyticus	Staphylococcus hominis	Staphylococcus hominis	Staphylococcus hominis	98.5794
NCTC7831	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.4476
NCTC7832	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.3574
NCTC7836	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.7055
NCTC7856	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1365
NCTC7857	Haemophilus parainfluenzae	Haemophilus parainfluenzae	Haemophilus parainfluenzae	Haemophilus parainfluenzae	100
NCTC7863	Streptococcus sanguinis	Streptococcus sanguinis	Streptococcus sanguinis	Streptococcus sanguinis	100
NCTC7865	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	99.9992
NCTC7868	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	95.7988
NCTC7887	Staphylococcus aureus	Staphylococcus agnetis	Staphylococcus hyicus	Staphylococcus agnetis	96.909
NCTC7908	Corynebacterium ulcerans	Corynebacterium ulcerans	Corynebacterium ulcerans	Corynebacterium ulcerans	99.9887
NCTC7914	Pseudomonas putida	Pseudomonas putida	Pseudomonas putida	Pseudomonas plecoglossicida	87.3132
NCTC7921	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.1919
NCTC7922	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	97.8504
NCTC7926	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.5429
NCTC7927	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	97.827
NCTC7944	Staphylococcus hyicus	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus simulans	99.6278
NCTC7972	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7809
NCTC7990	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.4655
NCTC8003	Escherichia coli	--	Shigella sonnei	Escherichia coli	98.9045
NCTC8004	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8527
NCTC8006	Escherichia dispar	Escherichia coli	Shigella sonnei	Shigella boydii	98.2281
NCTC8007	Escherichia coli	--	Shigella sonnei	Escherichia coli	98.6732
NCTC8008	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3747
NCTC8009	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6243
NCTC8105	Hafnia alvei	Hafnia sp.	Hafnia alvei	Hafnia alvei	99.9881
NCTC8132	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.6541
NCTC8167	Klebsiella oxytoca	Klebsiella michiganensis	Klebsiella oxytoca	Klebsiella michiganensis	99.0122
NCTC8172	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.032
NCTC8175	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.7155
NCTC8178	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8921
NCTC8179	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7024
NCTC8180	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.13
NCTC8181	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	100
NCTC8183	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.0207
NCTC8184	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	98.8366
NCTC8185	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.0985
NCTC8187	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.2534
NCTC8188	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.4801
NCTC8193	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8423
NCTC8196	Escherichia coli	Escherichia marmotae	Escherichia marmotae	Escherichia marmotae	99.0806
NCTC8199	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9648
NCTC8224	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9493
NCTC8227	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.716
NCTC8229	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8101
NCTC8230	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7793
NCTC8231	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8938
NCTC8256	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6525
NCTC8258	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.8661
NCTC8261	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6423
NCTC8267	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6961
NCTC8270	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.6196
NCTC8271	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.6318
NCTC8272	Salmonella enterica subsp. enterica	--	Salmonella enterica	Salmonella enterica	98.4088
NCTC8273	Salmonella enterica subsp. salamae	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.3578
NCTC8297	Salmonella enterica subsp. arizonae	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.8974
NCTC8300	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9538
NCTC8305	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.6691
NCTC8308	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9162
NCTC8314	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.955
NCTC8317	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1367
NCTC8320	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7901
NCTC8322	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8938
NCTC8325	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9945
NCTC8328	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8184
NCTC8330	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8485
NCTC8332	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.6858
NCTC8333	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.6528
NCTC8399	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9561
NCTC8450	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.3842
NCTC8455	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	95.4304
NCTC8468	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	95.3353
NCTC8480	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.7672
NCTC8489	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.9481
NCTC8496	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9987
NCTC8500	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.631
NCTC8503	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	98.3509
NCTC8507	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6697
NCTC8529	Actinobacillus equuli	Actinobacillus equuli	Actinobacillus equuli	Actinobacillus equuli	100
NCTC8530	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6771
NCTC8531	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2235
NCTC8582	Achromobacter denitrificans	Achromobacter denitrificans	Achromobacter denitrificans	Achromobacter denitrificans	100
NCTC8603	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.1141
NCTC8620	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7884
NCTC8621	Escherichia coli	--	Escherichia coli	Escherichia coli	98.136
NCTC8622	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.748
NCTC8623	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9728
NCTC8678	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	96.6733
NCTC8684	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	Chromobacterium violaceum	99.9295
NCTC86	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.4545
NCTC8705	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.5893
NCTC8721	Bacillus licheniformis	Bacillus paralicheniformis	Bacillus licheniformis	Bacillus paralicheniformis	98.884
NCTC8724	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0484
NCTC8725	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0549
NCTC8726	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.4261
NCTC8765	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.011
NCTC8766	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6867
NCTC8781	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7146
NCTC8783	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7305
NCTC8797	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	96.7825
NCTC8799	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	96.707
NCTC8849	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9574
