accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
GCA_001558495.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	--	Vibrio parahaemolyticus	100
GCA_001188185.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	98.4659
GCA_002073775.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	99.9976
GCA_001471305.2	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	98.5272
GCA_001471415.2	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	95.5468
GCA_001471465.2	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	98.7059
GCA_001558515.2	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	95.6528
GCA_002386265.1	Weissella paramesenteroides	Weissella paramesenteroides	Weissella paramesenteroides	Weissella paramesenteroides	99.9729
GCA_002082245.2	Yersinia enterocolitica	Yersinia intermedia	Yersinia intermedia	Yersinia intermedia	93.4915
GCA_002082275.2	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	99.689
GCA_002083295.2	Yersinia enterocolitica	Yersinia enterocolitica	--	Yersinia enterocolitica	99.5242
GCA_002554625.2	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	96.3944
GCA_002083285.2	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	99.9945
GCA_002591195.1	Yersinia frederiksenii	Yersinia frederiksenii	Yersinia frederiksenii	Yersinia frederiksenii	99.9981
GCA_002591095.1	Yersinia frederiksenii	Yersinia frederiksenii	Yersinia massiliensis	Yersinia massiliensis	95.7756
GCA_002983625.1	Yersinia intermedia	Yersinia intermedia	Yersinia intermedia	Yersinia intermedia	99.2534
GCA_002554365.1	Yersinia kristensenii	Yersinia frederiksenii	Yersinia kristensenii	Yersinia kristensenii	99.9946
GCA_003798345.1	Yersinia pestis	Yersinia pestis	Yersinia pseudotuberculosis	Yersinia pestis	99.9385
GCA_003798225.1	Yersinia pestis	Yersinia pestis	Yersinia pseudotuberculosis	Yersinia pestis	99.9606
GCA_003798205.1	Yersinia pestis	Yersinia pestis	Yersinia pseudotuberculosis	Yersinia pestis	99.9673
GCA_003798085.1	Yersinia pestis	Yersinia pestis	Yersinia pseudotuberculosis	Yersinia pestis	99.9729
GCA_003797205.1	Yersinia pestis	Yersinia pestis	Yersinia pseudotuberculosis	Yersinia pestis	99.9916
GCA_003798305.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.4295
GCA_003798285.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.6064
GCA_003798445.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.3627
GCA_003798425.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.5507
GCA_003798405.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.7337
GCA_003798385.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.4362
GCA_003546905.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.3728
GCA_002554645.1	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.3556
GCA_002208665.2	Haemophilus ducreyi	Haemophilus ducreyi	Haemophilus ducreyi	Haemophilus ducreyi	97.8024
GCA_006364035.1	Listeria monocytogenes	Listeria monocytogenes	Listeria monocytogenes	Listeria monocytogenes	94.9666
GCA_006364235.1	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	99.9997
GCA_006364295.1	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9959
GCA_006364355.1	Vibrio furnissii	Vibrio furnissii	Vibrio furnissii	Vibrio furnissii	99.9989
GCA_006364495.1	Bacillus subtilis	Bacillus subtilis	Bacillus subtilis	Bacillus subtilis	96.7051
GCA_006364635.1	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	99.9863
GCA_006364655.1	Listeria monocytogenes	Listeria monocytogenes	Listeria monocytogenes	Listeria monocytogenes	95.041
GCA_006364675.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.998
GCA_006364695.1	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9718
GCA_006364735.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.9974
GCA_006364755.1	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.2881
GCA_006364775.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.7759
GCA_006364795.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.304
GCA_006364815.1	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.7439
GCA_006365335.1	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	100
GCA_006370445.1	Shigella sonnei	Shigella sonnei	Shigella sonnei	Shigella sonnei	99.9519
GCA_006370475.1	Escherichia coli	--	Shigella sonnei	Escherichia coli	99.5794
GCA_006370485.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1192
GCA_006370495.1	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.8138
